,Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness,lab
804,805,10,Promoter,Y,4,7,Married,Tier1,Card,6,M,m-comm,2,10,10,3,7,1
806,807,9,Promoter,N,4,4,Married,Tier3,Cash,3,M,call,4,2,2,8,8,1
810,811,8,Passives,Y,4,10,Married,Tier1,Cash,3,M,e-comm,10,1,8,7,10,1
811,812,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,8,3,8,8,8,1
812,813,10,Promoter,Y,4,10,Married,Tier1,Card,10,M,m-comm,5,6,10,2,9,1
819,820,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,6,2,2,10,10,1
824,825,7,Passives,N,4,10,Married,Tier3,Card,5,M,call,6,1,5,5,10,1
825,826,10,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,7,4,6,2,8,1
827,828,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,7,1,4,7,10,1
828,829,7,Passives,Y,4,3,Married,Tier1,Card,7,M,e-comm,1,4,2,4,8,1
829,830,10,Promoter,N,4,5,Married,Tier1,e-Wallet,7,F,m-comm,7,6,5,3,9,1
836,837,7,Passives,N,4,8,Married,Tier3,Card,6,M,call,6,2,9,7,10,1
842,843,10,Promoter,Y,4,5,Married,Tier1,Cash,9,M,m-comm,7,8,9,3,8,1
844,845,9,Promoter,Y,4,2,Married,Tier1,Card,8,M,m-comm,2,1,9,8,9,1
845,846,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,4,F,call,8,6,3,1,10,1
847,848,8,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,6,F,m-comm,6,4,9,4,6,1
851,852,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,2,F,call,4,10,8,5,10,1
854,855,10,Promoter,Y,4,6,Married,Tier1,Cash,10,M,m-comm,8,3,5,7,7,1
857,858,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,6,F,call,5,9,9,2,9,1
859,860,8,Passives,N,4,4,Not Married,Tier2,Ziggy Credit,6,F,m-comm,7,7,5,8,8,1
866,867,9,Promoter,Y,4,10,Married,Tier3,Cash,6,M,call,5,3,9,1,9,1
868,869,8,Passives,Y,4,1,Married,Tier2,Card,5,M,m-comm,2,5,8,3,6,1
875,876,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,10,F,m-comm,10,3,4,2,7,1
878,879,9,Promoter,N,4,4,Married,Tier3,Cash,1,M,call,5,9,10,5,8,1
883,884,7,Passives,N,4,10,Not Married,Tier2,Ziggy Credit,3,F,m-comm,2,4,1,5,10,1
887,888,8,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,5,F,call,8,4,8,5,9,1
894,895,8,Passives,Y,4,10,Married,Tier1,Cash,7,M,e-comm,8,6,10,10,9,1
897,898,8,Passives,N,4,5,Not Married,Tier1,e-Wallet,7,F,e-comm,10,4,2,3,5,1
905,906,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,2,F,call,8,7,3,3,9,1
906,907,8,Passives,Y,4,6,Married,Tier1,Cash,4,M,e-comm,7,6,3,1,6,1
909,910,7,Passives,N,4,1,Not Married,Tier1,e-Wallet,6,F,e-comm,2,10,2,5,8,1
911,912,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,7,F,call,7,7,8,10,5,1
914,915,9,Promoter,Y,4,9,Married,Tier3,Cash,2,M,call,4,4,1,2,7,1
918,919,10,Promoter,Y,4,3,Married,Tier1,Cash,6,M,m-comm,9,8,1,7,9,1
920,921,7,Passives,N,4,6,Married,Tier3,Card,2,M,call,5,9,2,4,10,1
928,929,10,Promoter,Y,4,7,Married,Tier1,Card,5,M,m-comm,10,4,5,5,10,1
929,930,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,7,F,call,6,7,6,5,10,1
931,932,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,9,F,m-comm,2,5,4,8,7,1
932,933,7,Passives,N,4,7,Married,Tier3,Card,4,M,call,7,6,7,4,9,1
935,936,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,6,F,call,4,2,6,1,7,1
938,939,9,Promoter,N,4,9,Married,Tier3,Cash,1,M,call,6,4,5,8,8,1
939,940,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,4,4,10,8,10,1
941,942,9,Promoter,N,4,5,Married,Tier1,e-Wallet,5,F,m-comm,10,10,5,3,9,1
944,945,8,Passives,Y,4,9,Married,Tier3,Card,7,M,call,5,8,8,8,10,1
947,948,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,7,F,call,5,4,9,2,10,1
950,951,9,Promoter,Y,4,9,Married,Tier1,Cash,10,M,m-comm,5,9,3,8,9,1
954,955,9,Promoter,Y,4,1,Married,Tier1,Cash,5,M,m-comm,8,1,3,5,8,1
956,957,10,Promoter,Y,4,9,Married,Tier1,Card,9,M,m-comm,5,9,3,6,8,1
957,958,8,Passives,N,4,6,Not Married,Tier1,e-Wallet,5,F,e-comm,8,4,9,9,8,1
958,959,10,Promoter,Y,4,1,Married,Tier1,Cash,8,M,m-comm,7,1,7,10,8,1
959,960,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,10,4,5,3,7,1
960,961,8,Passives,Y,4,7,Married,Tier1,Card,6,M,e-comm,2,2,3,3,8,1
961,962,10,Promoter,N,4,6,Married,Tier1,e-Wallet,7,F,m-comm,3,9,5,6,8,1
968,969,7,Passives,N,4,8,Married,Tier3,Card,2,M,call,8,6,3,10,8,1
971,972,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,8,F,m-comm,8,10,6,1,7,1
972,973,9,Promoter,Y,4,1,Married,Tier1,Card,8,M,m-comm,1,2,3,6,9,1
978,979,10,Promoter,Y,4,6,Married,Tier1,Cash,10,M,m-comm,2,10,5,8,8,1
980,981,7,Passives,N,4,7,Married,Tier3,Card,7,M,call,6,6,7,1,7,1
983,984,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,7,8,9,10,9,1
984,985,10,Promoter,Y,4,2,Married,Tier1,Card,10,M,m-comm,2,9,5,3,8,1
985,986,10,Promoter,N,4,5,Married,Tier1,e-Wallet,6,F,m-comm,8,7,9,7,10,1
987,988,7,Passives,N,4,5,Not Married,Tier1,Ziggy Credit,6,F,e-comm,2,7,2,7,9,1
989,990,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,2,F,call,6,4,1,7,9,1
991,992,8,Passives,N,4,3,Not Married,Tier2,Ziggy Credit,3,F,m-comm,1,4,4,6,6,1
993,994,10,Promoter,N,4,7,Married,Tier1,e-Wallet,10,F,m-comm,7,6,1,6,8,1
996,997,9,Promoter,Y,4,6,Married,Tier1,Card,6,M,m-comm,4,6,8,2,9,1
997,998,10,Promoter,N,4,5,Married,Tier1,e-Wallet,7,F,m-comm,6,3,6,9,7,1
999,1000,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,8,10,9,5,10,1
1011,1012,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,5,F,m-comm,2,4,10,2,8,1
1013,1014,9,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,1,2,9,6,8,1
1014,1015,10,Promoter,Y,4,9,Married,Tier1,Cash,6,M,m-comm,9,9,9,8,7,1
1016,1017,7,Passives,N,4,9,Married,Tier3,Card,7,M,call,8,5,2,3,5,1
1017,1018,7,Passives,N,4,7,Not Married,Tier1,e-Wallet,6,F,e-comm,10,2,3,2,8,1
1018,1019,10,Promoter,Y,4,6,Married,Tier1,Cash,10,M,m-comm,3,5,4,10,8,1
1022,1023,7,Passives,Y,4,7,Married,Tier3,Cash,7,M,call,7,7,5,8,6,1
1028,1029,7,Passives,N,4,1,Married,Tier3,Card,7,M,call,7,8,5,7,10,1
1037,1038,9,Promoter,N,4,6,Married,Tier1,e-Wallet,8,F,m-comm,7,5,5,4,10,1
1040,1041,8,Passives,Y,4,8,Married,Tier3,Card,3,M,call,4,8,8,4,9,1
1043,1044,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,7,7,1,5,9,1
1045,1046,9,Promoter,N,4,5,Married,Tier1,e-Wallet,8,F,m-comm,3,8,6,2,10,1
1049,1050,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,7,F,call,8,10,10,10,10,1
1052,1053,7,Passives,N,4,1,Married,Tier3,Card,6,M,call,5,5,10,2,6,1
1056,1057,8,Passives,Y,4,1,Married,Tier1,Card,3,M,e-comm,1,3,8,4,10,1
1057,1058,9,Promoter,N,4,6,Married,Tier1,e-Wallet,5,F,m-comm,8,9,9,4,10,1
1058,1059,7,Passives,N,4,9,Married,Tier3,Cash,5,M,call,7,7,3,10,7,1
1062,1063,8,Passives,Y,4,10,Married,Tier1,Cash,1,M,e-comm,9,10,5,7,9,1
1064,1065,9,Promoter,Y,4,10,Married,Tier1,Card,7,M,m-comm,5,5,5,1,10,1
1067,1068,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,5,F,m-comm,9,5,7,4,9,1
1068,1069,8,Passives,Y,4,8,Married,Tier1,Card,7,M,e-comm,2,9,7,1,10,1
1070,1071,10,Promoter,Y,4,3,Married,Tier1,Cash,7,M,m-comm,1,4,10,10,7,1
1072,1073,10,Promoter,Y,4,9,Married,Tier1,Card,7,M,m-comm,3,3,3,9,8,1
1076,1077,7,Passives,N,4,1,Married,Tier3,Card,5,M,call,5,9,1,8,8,1
1079,1080,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,6,F,m-comm,1,1,1,7,7,1
1081,1082,9,Promoter,N,4,5,Married,Tier1,e-Wallet,9,F,m-comm,7,10,6,5,10,1
1082,1083,10,Promoter,Y,4,7,Married,Tier1,Cash,7,M,m-comm,9,7,3,9,8,1
1086,1087,9,Promoter,Y,4,9,Married,Tier1,Cash,9,M,m-comm,9,9,4,3,8,1
1090,1091,9,Promoter,Y,4,9,Married,Tier1,Cash,7,M,m-comm,8,3,2,7,8,1
1094,1095,7,Passives,N,4,5,Married,Tier3,Cash,6,M,call,4,3,2,6,9,1
1095,1096,10,Promoter,N,4,7,Married,Tier2,Ziggy Credit,5,F,m-comm,6,5,8,2,7,1
1097,1098,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,7,F,call,8,6,2,10,9,1
1099,1100,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,10,F,m-comm,8,3,8,8,9,1
1101,1102,8,Passives,N,4,9,Not Married,Tier1,e-Wallet,6,F,e-comm,1,5,3,4,7,1
1102,1103,8,Passives,Y,4,5,Married,Tier2,Cash,3,M,m-comm,6,8,6,6,9,1
1103,1104,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,6,F,call,8,10,4,6,10,1
1105,1106,9,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,8,4,7,8,7,1
1106,1107,9,Promoter,Y,4,7,Married,Tier1,Cash,10,M,m-comm,1,10,10,5,9,1
1107,1108,8,Passives,N,4,2,Not Married,Tier1,Ziggy Credit,1,F,e-comm,1,9,1,2,9,1
1109,1110,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,5,F,call,7,5,8,1,8,1
1111,1112,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,10,F,m-comm,10,6,3,9,10,1
1112,1113,7,Passives,N,4,9,Married,Tier3,Card,2,M,call,8,3,2,1,9,1
1113,1114,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,5,3,10,8,9,1
1115,1116,8,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,1,F,call,6,6,1,7,7,1
1123,1124,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,10,F,m-comm,5,8,5,5,8,1
1126,1127,8,Passives,Y,4,3,Married,Tier2,Cash,4,M,m-comm,7,2,10,3,7,1
1128,1129,7,Passives,Y,4,8,Married,Tier1,Card,4,M,e-comm,8,4,6,7,8,1
1133,1134,9,Promoter,N,4,7,Married,Tier1,e-Wallet,5,F,m-comm,6,5,8,10,10,1
1138,1139,9,Promoter,Y,4,6,Married,Tier1,Cash,9,M,m-comm,1,4,6,6,9,1
1139,1140,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,9,F,m-comm,5,2,2,1,7,1
1142,1143,8,Passives,Y,4,8,Married,Tier3,Cash,4,M,call,4,4,10,2,8,1
1148,1149,7,Passives,N,4,7,Married,Tier3,Card,3,M,call,8,2,2,1,8,1
1151,1152,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,9,F,m-comm,3,7,3,2,9,1
1152,1153,10,Promoter,Y,4,9,Married,Tier1,Card,6,M,m-comm,6,8,1,5,10,1
1157,1158,10,Promoter,N,4,5,Married,Tier1,e-Wallet,5,F,m-comm,9,3,1,8,8,1
1160,1161,7,Passives,N,4,3,Married,Tier3,Card,3,M,call,7,8,5,6,9,1
1164,1165,8,Passives,Y,4,8,Married,Tier1,Card,5,M,e-comm,6,1,10,9,8,1
1167,1168,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,10,F,m-comm,7,8,5,7,9,1
1168,1169,9,Promoter,Y,4,3,Married,Tier1,Card,5,M,m-comm,8,9,5,10,10,1
1175,1176,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,5,F,call,7,3,3,3,10,1
1176,1177,9,Promoter,Y,4,4,Married,Tier1,Card,10,M,m-comm,6,2,2,3,9,1
1183,1184,7,Passives,N,4,8,Not Married,Tier2,Ziggy Credit,7,F,m-comm,6,7,2,1,7,1
1184,1185,9,Promoter,Y,4,1,Married,Tier1,Card,9,M,m-comm,9,7,1,3,8,1
1190,1191,7,Passives,N,4,3,Married,Tier3,Cash,6,M,call,8,4,2,5,6,1
1193,1194,9,Promoter,N,4,7,Married,Tier1,e-Wallet,5,F,m-comm,8,4,3,6,7,1
1195,1196,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,8,F,m-comm,3,2,3,3,7,1
1197,1198,9,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,3,3,9,9,9,1
1199,1200,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,1,F,call,7,7,6,10,8,1
1200,1201,7,Passives,Y,4,10,Married,Tier1,Card,3,M,e-comm,4,2,2,1,8,1
1202,1203,7,Passives,N,4,4,Married,Tier3,Cash,2,M,call,6,10,10,6,9,1
1208,1209,7,Passives,N,4,10,Married,Tier3,Card,2,M,call,7,3,7,1,9,1
1209,1210,10,Promoter,N,4,7,Married,Tier1,e-Wallet,6,F,m-comm,2,10,6,10,10,1
1217,1218,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,3,F,call,7,4,9,2,10,1
1220,1221,10,Promoter,Y,4,2,Married,Tier1,Card,8,M,m-comm,10,1,8,6,9,1
1226,1227,7,Passives,N,4,6,Married,Tier3,Cash,6,M,call,6,1,2,9,10,1
1229,1230,8,Passives,N,4,8,Not Married,Tier3,e-Wallet,3,F,call,6,5,1,7,10,1
1236,1237,9,Promoter,Y,4,4,Married,Tier1,Card,10,M,m-comm,10,4,5,4,9,1
1238,1239,8,Passives,Y,4,7,Married,Tier3,Cash,1,M,call,6,2,4,6,9,1
1239,1240,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,7,F,m-comm,6,10,10,5,9,1
1241,1242,8,Passives,N,4,5,Not Married,Tier3,e-Wallet,7,F,call,5,5,6,3,8,1
1243,1244,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,2,4,9,3,8,1
1245,1246,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,10,7,8,8,7,1
1247,1248,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,7,2,3,8,10,1
1250,1251,7,Passives,N,4,1,Married,Tier3,Cash,6,M,call,7,7,2,2,6,1
1253,1254,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,1,F,call,8,5,1,7,10,1
1256,1257,10,Promoter,Y,4,7,Married,Tier1,Card,8,M,m-comm,10,8,8,1,8,1
1257,1258,10,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,9,7,4,4,9,1
1261,1262,8,Passives,N,4,4,Not Married,Tier2,e-Wallet,6,F,m-comm,9,8,4,3,9,1
1262,1263,7,Passives,N,4,2,Married,Tier3,Cash,6,M,call,5,9,7,2,10,1
1263,1264,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,7,F,m-comm,8,1,2,4,10,1
1264,1265,9,Promoter,Y,4,3,Married,Tier1,Card,9,M,m-comm,10,1,3,1,7,1
1268,1269,7,Passives,Y,4,4,Married,Tier3,Card,5,M,call,4,1,8,8,10,1
1280,1281,9,Promoter,Y,4,2,Married,Tier1,Card,9,M,m-comm,10,4,7,4,8,1
1283,1284,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,5,F,call,4,10,2,1,8,1
1285,1286,9,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,1,10,3,8,9,1
1289,1290,10,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,6,4,8,7,8,1
1290,1291,7,Passives,Y,4,7,Married,Tier1,Cash,6,M,e-comm,9,1,2,5,10,1
1291,1292,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,5,F,m-comm,7,2,10,2,10,1
1295,1296,8,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,5,F,call,4,2,6,7,10,1
1296,1297,8,Passives,Y,4,1,Married,Tier1,Card,3,M,e-comm,7,8,3,3,9,1
1298,1299,10,Promoter,Y,4,10,Married,Tier1,Cash,7,M,m-comm,6,6,7,9,10,1
1301,1302,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,1,F,call,4,7,2,6,8,1
1303,1304,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,5,F,m-comm,5,10,7,6,10,1
1307,1308,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,7,9,10,3,10,1
1312,1313,10,Promoter,Y,4,1,Married,Tier1,Card,10,M,m-comm,7,2,6,2,9,1
1319,1320,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,2,F,call,5,3,5,1,8,1
1322,1323,7,Passives,N,4,6,Married,Tier3,Cash,6,M,call,8,3,9,5,9,1
1324,1325,9,Promoter,Y,4,7,Married,Tier1,Card,9,M,m-comm,6,10,9,9,10,1
1330,1331,9,Promoter,Y,4,4,Married,Tier1,Cash,10,M,m-comm,6,9,6,3,9,1
1331,1332,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,7,F,call,6,9,3,8,9,1
1337,1338,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,3,F,call,6,6,5,2,8,1
1340,1341,10,Promoter,Y,4,10,Married,Tier1,Card,9,M,m-comm,2,7,1,1,7,1
1341,1342,9,Promoter,N,4,6,Married,Tier1,e-Wallet,8,F,m-comm,8,9,7,6,9,1
1343,1344,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,3,F,call,7,2,7,2,9,1
1345,1346,10,Promoter,N,4,6,Married,Tier1,e-Wallet,8,F,m-comm,10,6,5,1,10,1
1347,1348,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,5,F,m-comm,8,5,3,6,10,1
1352,1353,10,Promoter,Y,4,10,Married,Tier1,Card,5,M,m-comm,6,2,3,6,8,1
1354,1355,9,Promoter,Y,4,7,Married,Tier1,Cash,8,M,m-comm,2,10,3,3,10,1
1355,1356,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,10,F,m-comm,1,1,3,5,7,1
1364,1365,7,Passives,Y,4,3,Married,Tier3,Card,1,M,call,5,10,6,1,10,1
1366,1367,10,Promoter,Y,4,8,Married,Tier1,Cash,5,M,m-comm,1,1,9,5,7,1
1370,1371,7,Passives,N,4,4,Married,Tier3,Cash,4,M,call,4,6,1,4,10,1
1373,1374,8,Passives,N,4,8,Not Married,Tier3,e-Wallet,2,F,call,5,3,6,5,7,1
1374,1375,10,Promoter,Y,4,4,Married,Tier1,Cash,10,M,m-comm,10,8,3,1,9,1
1376,1377,7,Passives,N,4,1,Married,Tier3,Card,5,M,call,5,4,5,9,9,1
1377,1378,10,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,10,5,3,7,10,1
1381,1382,8,Passives,N,4,1,Not Married,Tier2,e-Wallet,5,F,m-comm,9,10,4,4,7,1
1382,1383,7,Passives,N,4,2,Married,Tier3,Cash,2,M,call,8,5,1,7,9,1
1388,1389,7,Passives,N,4,10,Married,Tier3,Card,2,M,call,5,1,7,5,10,1
1389,1390,10,Promoter,N,4,6,Married,Tier1,e-Wallet,9,F,m-comm,7,9,10,5,9,1
1391,1392,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,8,F,m-comm,1,6,3,5,7,1
1395,1396,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,8,F,m-comm,8,8,6,7,8,1
1399,1400,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,3,F,m-comm,8,9,10,1,10,1
1403,1404,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,2,F,call,6,1,8,4,10,1
1404,1405,8,Passives,Y,4,5,Married,Tier1,Card,4,M,e-comm,4,6,5,1,9,1
1407,1408,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,7,F,m-comm,8,2,2,4,8,1
1408,1409,9,Promoter,Y,4,9,Married,Tier1,Card,7,M,m-comm,3,3,5,6,8,1
1409,1410,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,2,F,call,8,5,7,4,8,1
1410,1411,8,Passives,Y,4,8,Married,Tier1,Cash,6,M,e-comm,4,1,7,2,7,1
1411,1412,8,Passives,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,m-comm,4,4,4,5,10,1
1412,1413,10,Promoter,Y,4,7,Married,Tier2,Card,8,M,m-comm,1,7,1,1,10,1
1415,1416,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,9,7,9,5,10,1
1418,1419,10,Promoter,Y,4,10,Married,Tier1,Cash,10,M,m-comm,4,1,4,2,10,1
1419,1420,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,9,F,m-comm,9,7,2,8,8,1
1421,1422,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,1,F,call,5,3,10,7,10,1
1423,1424,8,Passives,N,4,2,Not Married,Tier2,Ziggy Credit,7,F,m-comm,3,4,10,10,5,1
1424,1425,7,Passives,N,4,6,Married,Tier3,Card,4,M,call,6,5,4,5,7,1
1427,1428,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,5,F,call,8,4,6,10,10,1
1428,1429,7,Passives,Y,4,8,Married,Tier1,Card,6,M,e-comm,4,6,5,9,5,1
1430,1431,7,Passives,Y,4,8,Married,Tier3,Cash,7,M,call,6,6,2,1,5,1
1433,1434,10,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,5,9,3,1,9,1
1437,1438,10,Promoter,N,4,5,Married,Tier2,e-Wallet,6,F,m-comm,4,6,7,1,10,1
1441,1442,10,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,8,1,6,3,10,1
1446,1447,9,Promoter,Y,4,1,Married,Tier1,Cash,7,M,m-comm,5,2,10,8,9,1
1448,1449,9,Promoter,Y,4,8,Married,Tier1,Card,5,M,m-comm,8,4,5,5,7,1
1451,1452,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,2,1,1,9,10,1
1452,1453,10,Promoter,Y,4,2,Married,Tier1,Card,5,M,m-comm,6,9,4,9,9,1
1453,1454,8,Passives,N,4,4,Not Married,Tier2,e-Wallet,3,F,m-comm,4,7,6,7,7,1
1455,1456,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,9,F,m-comm,5,6,5,9,8,1
1457,1458,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,5,F,call,8,6,5,5,8,1
1458,1459,8,Passives,Y,4,5,Married,Tier1,Cash,6,M,e-comm,4,10,2,8,8,1
1463,1464,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,7,F,call,5,10,9,9,10,1
1464,1465,9,Promoter,Y,4,3,Married,Tier1,Card,6,M,m-comm,5,7,3,9,7,1
1465,1466,8,Passives,N,4,1,Not Married,Tier2,e-Wallet,4,F,m-comm,7,5,7,10,8,1
1468,1469,9,Promoter,Y,4,4,Married,Tier1,Card,9,M,m-comm,10,2,8,1,10,1
1470,1471,9,Promoter,Y,4,9,Married,Tier1,Cash,9,M,m-comm,1,7,4,1,10,1
1473,1474,10,Promoter,N,4,6,Married,Tier1,e-Wallet,6,F,m-comm,4,9,6,2,10,1
1474,1475,7,Passives,Y,4,9,Married,Tier2,Cash,4,M,m-comm,1,3,2,4,6,1
1475,1476,8,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,5,F,call,6,3,3,6,7,1
1481,1482,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,1,10,10,5,9,1
1483,1484,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,6,F,m-comm,2,4,7,9,9,1
1484,1485,7,Passives,N,4,1,Married,Tier3,Card,6,M,call,7,7,5,2,7,1
1487,1488,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,9,F,m-comm,10,6,2,1,8,1
1490,1491,8,Passives,Y,4,7,Married,Tier3,Cash,3,M,call,8,6,5,2,9,1
1498,1499,7,Passives,Y,4,10,Married,Tier2,Cash,1,M,m-comm,3,3,6,8,9,1
1502,1503,10,Promoter,Y,4,2,Married,Tier1,Cash,7,M,m-comm,2,9,5,7,10,1
1503,1504,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,5,F,m-comm,3,3,3,8,7,1
1508,1509,7,Passives,N,4,7,Married,Tier3,Card,4,M,call,6,6,5,8,8,1
1517,1518,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,7,F,call,6,6,8,8,9,1
1519,1520,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,6,F,m-comm,4,7,2,9,7,1
1523,1524,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,7,5,9,8,7,1
1532,1533,7,Passives,N,4,5,Married,Tier3,Card,2,M,call,6,2,3,1,10,1
1533,1534,10,Promoter,N,4,5,Married,Tier1,e-Wallet,6,F,m-comm,1,1,8,4,9,1
1534,1535,8,Passives,Y,4,9,Married,Tier2,Cash,5,M,m-comm,7,4,10,6,10,1
1535,1536,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,4,F,call,4,1,5,8,10,1
1536,1537,7,Passives,Y,4,9,Married,Tier1,Card,2,M,e-comm,8,6,5,4,9,1
1538,1539,9,Promoter,Y,4,2,Married,Tier1,Cash,7,M,m-comm,9,1,3,6,7,1
1542,1543,10,Promoter,Y,4,2,Married,Tier1,Cash,8,M,m-comm,6,8,8,9,7,1
1546,1547,10,Promoter,Y,4,8,Married,Tier1,Cash,8,M,m-comm,7,5,4,5,10,1
1549,1550,9,Promoter,N,4,7,Married,Tier1,e-Wallet,6,F,m-comm,1,7,3,7,9,1
1550,1551,7,Passives,N,4,7,Married,Tier3,Cash,2,M,call,7,2,10,5,9,1
1555,1556,8,Passives,N,4,8,Not Married,Tier2,Ziggy Credit,6,F,m-comm,2,5,8,7,7,1
1556,1557,10,Promoter,Y,4,9,Married,Tier1,Card,7,M,m-comm,10,9,5,1,7,1
1557,1558,8,Passives,N,4,7,Not Married,Tier1,e-Wallet,6,F,e-comm,3,4,5,3,5,1
